Prime,Collisions,Time [mc s]
39209,1070,295701
39217,968,295837
39227,986,295770
39229,1004,295258
39233,996,295770
39239,1035,295463
39241,1059,295587
39251,1059,441479
39293,1014,295748
39301,1035,295493
39313,1002,296381
39317,1009,295576
39323,1025,295593
39341,1058,296167
39343,1003,295874
39359,1048,295789
39367,1014,295619
39371,961,295580
39373,1008,295792
39383,1006,295465
39397,1030,295995
39409,1026,295908
39419,1092,295857
39439,1043,295575
39443,1007,295669
39451,1000,295579
39461,1037,295525
39499,954,296078
39503,995,296064
39509,1055,295598
39511,1001,295566
39521,1049,295445
39541,987,295746
39551,973,446684
39563,980,296089
39569,985,295972
39581,975,295655
39607,1029,295896
39619,1052,295893
39623,1009,295554
39631,1004,295881
39659,1043,296080
39667,1026,296066
39671,1039,295697
39679,966,295929
39703,1011,295458
39709,997,295464
39719,1027,297887
39727,1030,298203
39733,992,295676
39749,1000,295600
39761,996,295893
39769,1037,296069
39779,999,295482
39791,978,295839
39799,1024,295520
39821,1007,295756
39827,1003,296072
39829,1029,295694
39839,980,295592
39841,986,295552
39847,1024,295953
39857,965,295432
39863,1023,295836
39869,972,296024
39877,1038,295701
39883,1007,295621
39887,992,295526
39901,949,295991
39929,985,295539
39937,1093,295551
39953,1040,295894
39971,974,295820
39979,993,295502
39983,1049,295797
39989,1006,295420
40009,941,295504
40013,972,295658
40031,976,296370
40037,1002,295343
40039,941,295655
40063,975,295807
40087,1039,295748
40093,1059,295623
40099,1028,295629
40111,937,295735
40123,1040,295497
40127,992,295480
40129,1021,295830
40151,985,295478
40153,1043,453059
40163,986,297589
40169,996,296322
40177,978,295717
40189,1018,299862
40193,974,297417
40213,959,295547
40231,1047,297273
40237,977,298633
40241,1043,295837
40253,1071,295780
40277,1037,295817
40283,1004,295631
40289,1001,295563
40343,1005,295636
40351,956,295671
40357,1017,295776
40361,1000,295751
40387,970,296170
40423,1086,295696
40427,990,295483
40429,1035,295941
40433,985,295658
40459,985,296393
40471,967,295971
40483,964,296216
40487,1014,441089
40493,994,295999
40499,1020,295826
40507,1000,295766
40519,935,295864
40529,1041,296046
40531,998,295976
40543,988,295697
40559,921,295996
40577,1012,295725
40583,987,303943
40591,965,296007
40597,999,295743
40609,1015,295560
40627,990,295475
40637,1009,295822
40639,955,295748
40693,1003,296075
40697,1014,296152
40699,1037,295732
40709,977,295715
40739,961,295641
40751,1015,295717
40759,1012,295563
40763,976,295537
40771,983,295804
40787,1020,295694
40801,970,295962
40813,1041,297950
40819,984,296400
40823,999,295714
40829,993,296389
40841,962,298586
40847,959,295935
40849,1004,295708
40853,987,295808
40867,914,295755
40879,992,295539
40883,1003,295671
40897,947,295905
40903,964,295724
40927,990,295401
40933,966,295809
40939,981,295960
40949,916,295470
40961,996,295931
40973,986,296181
40993,977,296695
41011,932,295809
41017,967,296271
41023,924,295814
41039,990,296899
41047,935,296295
41051,1002,382923
41057,987,295650
41077,990,299397
41081,954,295697
41113,981,295608
41117,1010,295813
41131,1019,301558
41141,961,300529
41143,994,296219
41149,980,296346
41161,938,296011
41177,883,298349
41179,1005,296800
41183,937,296432
41189,998,295994
41201,928,296169
41203,959,295854
41213,954,295987
41221,971,296179
41227,1011,296465
41231,946,296022
41233,955,295908
41243,962,296095
41257,985,295883
41263,1007,296119
41269,975,296353
41281,1004,296295
41299,934,296019
41333,957,297110
41341,924,298328
41351,997,296869
41357,977,295890
41381,977,296084
41387,944,295812
41389,971,295865
41399,952,295935
41411,967,295955
41413,978,295418
41443,935,296848
41453,968,296219
41467,962,295372
41479,940,295738
41491,938,296015
41507,973,295662
41513,969,296065
41519,953,295841
41521,954,296432
41539,954,295564
41543,944,295735
41549,1009,296118
41579,972,295912
41593,992,295743
41597,937,295680
41603,966,295678
41609,964,295650
41611,931,295572
41617,969,295535
41621,1029,296279
41627,951,295698
41641,1027,295812
41647,946,295817
41651,969,295593
41659,951,295476
41669,1030,295962
41681,990,295583
41687,953,295570
41719,961,296159
41729,972,295376
41737,976,295855
41759,1053,295526
41761,940,295699
41771,971,295603
41777,1000,295442
41801,1029,295957
41809,958,295453
41813,951,296100
41843,1012,295675
41849,946,295725
41851,943,295570
41863,898,296953
41879,935,298808
41887,1008,296651
41893,977,306525
41897,977,303511
41903,949,295734
41911,906,295944
41927,919,295732
41941,956,295866
41947,964,295869
41953,939,295944
41957,994,296112
41959,963,295942
41969,910,295945
41981,963,296000
41983,955,295623
41999,966,295989
42013,965,295853
42017,1012,295906
42019,960,295511
42023,930,295777
42043,1030,295922
42061,941,295780
42071,933,295851
42073,906,295869
42083,1000,295655
42089,965,295609
42101,963,295568
42131,930,295803
42139,969,295442
42157,947,295528
42169,914,295691
42179,977,295631
42181,956,295784
42187,945,296406
42193,1022,295911
42197,928,295535
42209,934,295764
42221,963,295596
42223,932,295577
42227,986,295588
42239,963,295716
42257,904,295713
42281,901,295585
42283,915,295670
42293,914,295878
42299,986,295371
42307,1022,295762
42323,966,296109
42331,977,295511
42337,895,295597
42349,939,301203
42359,961,298319
42373,954,295656
42379,952,295916
42391,943,295955
42397,945,295635
42403,953,295672
42407,922,295916
42409,965,295678
42433,944,231646
42437,939,295542
42443,964,295960
42451,950,295657
42457,998,295653
42461,988,295792
42463,966,295445
42467,980,296281
42473,900,296142
42487,925,296099
42491,934,295644
42499,881,295619
42509,943,295989
42533,931,295500
42557,895,295819
42569,954,295442
42571,941,298290
42577,934,296213
42589,927,295580
42611,924,297029
42641,924,295415
42643,968,295607
42649,961,295792
42667,929,295404
42677,969,295419
42683,908,295598
42689,911,295674
42697,930,295501
42701,944,295290
42703,892,295619
42709,967,295346
42719,894,295898
42727,884,295649
42737,938,295783
42743,897,296003
42751,1005,295584
42767,942,295739
42773,949,295510
42787,968,295908
42793,1009,297204
42797,913,295308
42821,909,295466
42829,922,296691
42839,926,299427
42841,976,295610
42853,974,296783
42859,925,295615
42863,926,295708
42899,941,295722
42901,956,295823
42923,957,295679
42929,922,295690
42937,937,295624
42943,918,295496
42953,862,295488
42961,929,295626
42967,905,296121
42979,954,295708
42989,950,296484
43003,901,295465
43013,966,295605
43019,919,295400
43037,949,295611
43049,963,295988
43051,935,295417
43063,1015,295604
43067,919,295765
43093,937,295579
43103,940,295435
43117,955,295671
43133,928,296026
43151,864,295585
43159,957,295398
43177,981,295839
43189,868,295488
43201,936,295795
43207,926,295766
43223,995,295809
43237,879,295497
43261,938,295836
43271,900,295768
43283,899,295415
43291,957,295569
43313,993,296042
43319,929,295621
43321,926,295979
43331,903,295662
43391,941,295784
43397,932,295639
43399,948,295684
43403,912,295624
43411,954,295424
43427,967,296803
43441,925,297937
43451,965,296394
43457,902,295700
43481,899,295782
43487,872,295896
43499,904,295394
43517,849,295674
43541,910,295512
43543,909,295827
43573,890,295524
43577,924,295560
43579,895,295700
43591,910,295628
43597,914,295764
43607,986,295540
43609,909,295885
43613,921,295609
43627,927,296450
43633,878,296021
43649,876,295626
43651,905,295745
43661,889,295554
43669,976,296054
43691,882,295758
43711,950,295454
43717,921,295679
43721,934,295566
43753,939,295822
43759,951,295946
43777,900,295638
43781,897,295716
43783,904,296095
43787,934,295511
43789,949,295834
43793,907,296002
43801,897,295996
43853,900,295769
43867,916,295938
43889,899,295707
43891,921,295399
43913,932,295680
43933,964,295421
43943,911,295450
43951,901,295432
43961,923,295746
43963,973,295625
43969,925,295678
43973,922,295526
43987,909,295364
43991,923,295510
43997,930,296890
44017,915,298630
44021,908,295800
44027,906,295685
44029,887,295683
44041,916,295598
44053,908,295527
44059,871,295774
44071,951,296145
44087,922,295735
44089,925,295529
44101,959,295852
44111,878,295655
44119,924,295738
44123,896,295704
44129,933,295718
44131,903,295750
44159,867,295670
44171,918,295957
44179,941,295596
44189,899,295491
44201,942,295701
44203,868,295689
44207,836,295493
44221,903,295853
44249,936,295886
44257,937,295588
44263,920,295549
44267,947,296077
44269,926,295684
44273,898,295828
44279,974,295584
44281,937,295555
44293,885,295402
44351,899,295732
44357,907,296714
44371,868,295732
44381,887,295635
44383,951,295584
44389,905,295543
44417,920,295613
44449,905,295892
44453,927,295893
44483,939,295686
44491,869,296547
44497,923,295768
44501,927,296159
44507,881,296005
44519,872,295911
44531,877,296003
44533,949,358394
44537,888,296813
44543,934,300649
44549,923,296797
44563,881,295603
44579,896,295776
44587,864,295721
44617,907,295745
44621,864,295856
44623,843,295807
44633,893,295631
44641,911,295816
44647,955,295753
44651,874,295496
44657,927,295962
44683,942,295512
44687,912,295615
44699,896,295928
44701,941,295618
44711,860,297206
44729,837,295505
44741,872,295780
44753,887,295654
44771,907,295565
44773,905,295699
44777,897,295726
44789,876,295824
44797,911,295591
44809,908,295979
44819,927,296520
44839,887,295523
44843,843,295688
44851,933,295649
44867,876,295819
44879,885,295576
44887,915,295537
44893,915,296071
44909,924,295478
44917,896,296343
44927,873,296128
44939,899,295548
44953,923,295821
44959,944,295761
44963,889,295794
44971,886,295593
44983,932,295488
44987,868,295848
45007,889,295798
45013,882,295947
45053,851,296246
45061,944,295855
45077,886,296514
45083,831,298403
45119,849,295900
45121,918,295906
45127,900,295747
45131,923,295566
45137,901,295598
45139,908,295580
45161,855,295712
45179,892,295743
45181,897,295944
45191,933,295492
45197,835,295741
45233,889,295576
45247,893,295986
45259,922,296033
45263,868,296007
45281,931,295815
45289,921,295811
45293,901,296120
45307,917,295598
45317,881,296062
45319,844,296272
45329,903,295587
45337,901,295722
45341,893,295501
45343,948,295885
45361,907,295632
45377,853,248474
45389,850,295716
45403,878,295420
45413,880,295666
45427,884,295411
45433,836,295706
45439,860,295623
45481,861,295429
45491,930,296869
45497,897,295397
45503,894,295619
45523,908,295582
45533,898,295325
45541,839,295638
45553,845,295656
45557,947,295529
45569,859,295516
45587,896,295381
45589,863,295450
45599,857,295330
45613,913,295317
45631,894,295272
45641,913,295689
45659,852,296761
45667,892,298384
45673,845,296290
45677,844,295435
45691,870,295586
45697,920,296000
45707,857,295448
45737,866,295647
45751,876,295691
45757,849,295777
45763,916,295628
45767,880,295485
45779,844,295628
45817,886,295352
45821,823,295668
45823,912,295537
45827,892,295765
45833,843,295649
45841,870,295749
45853,863,295892
45863,912,295268
45869,898,295665
45887,828,295752
45893,875,295399
45943,865,295560
45949,884,295944
45953,830,295810
45959,871,295831
45971,894,295671
45979,838,295654
45989,823,295698
46021,842,295995
46027,876,295744
46049,860,295188
46051,865,295783
46061,845,295587
46073,916,295833
46091,889,295546
46093,908,295693
46099,877,295955
46103,899,295564
46133,827,295650
46141,874,296025
46147,889,296144
46153,838,295556
46171,868,295698
46181,887,295629
46183,874,295641
46187,871,295503
46199,853,295495
46219,827,295279
46229,846,297222
46237,889,298618
46261,880,296027
46271,880,296138
46273,874,295706
46279,901,295881
46301,825,295596
46307,847,295935
46309,880,296430
46327,875,295655
46337,817,295756
46349,884,295604
46351,912,295686
46381,851,295927
46399,862,295811
46411,872,295737
46439,840,295999
46441,845,295950
46447,868,295600
46451,874,295858
46457,851,295739
46471,871,295901
46477,883,295659
46489,864,295657
46499,876,295811
46507,827,295713
46511,829,295473
46523,824,295559
46549,896,295572
46559,862,295893
46567,821,295567
46573,844,295571
46589,834,295367
46591,859,295297
46601,846,295592
46619,868,295412
46633,870,296018
46639,820,295562
46643,869,295535
46649,823,295814
46663,880,295485
46679,853,339718
46681,853,295732
46687,854,295329
46691,829,295644
46703,898,295269
46723,824,295692
46727,903,295667
46747,876,295806
46751,834,295546
46757,839,295491
46769,862,297139
46771,837,298175
46807,877,295374
46811,882,295719
46817,854,295520
46819,871,295669
46829,879,295694
46831,865,295530
46853,898,296658
46861,873,295544
46867,840,295965
46877,846,295729
46889,849,295441
46901,854,295647
46919,868,295622
46933,838,295968
46957,849,295919
46993,854,296016
46997,858,296220
47017,826,295417
47041,839,297251
47051,941,295365
47057,883,295849
47059,812,295491
47087,826,295783
47093,823,296154
47111,865,295622
47119,816,295664
47123,864,295690
47129,784,296030
47137,823,295474
47143,852,295302
47147,838,295701
47149,851,295645
47161,807,295649
47189,851,295518
47207,854,295462
47221,836,295927
47237,872,295700
47251,854,295809
47269,830,295721
47279,858,295474
47287,817,296184
47293,836,295745
47297,872,295704
47303,821,295638
47309,821,295383
47317,870,295957
47339,891,295620
47351,840,297020
47353,832,296652
47363,877,298670
47381,862,295856
47387,818,295660
47389,849,295618
47407,858,295626
47417,831,295514
47419,844,295706
47431,825,295529
47441,878,295682
47459,820,295560
47491,855,295926
47497,868,295714
47501,852,295530
47507,841,295913
47513,851,295798
47521,815,296610
47527,797,295954
47533,819,295761
47543,874,295707
47563,797,295387
47569,884,295490
47581,829,295564
47591,845,295468
47599,808,295610
47609,801,295447
47623,843,295504
47629,871,295559
47639,869,295691
47653,817,295601
47657,811,295516
47659,828,296157
47681,869,295755
47699,831,295895
47701,829,295438
47711,854,295686
47713,853,295740
47717,852,295523
47737,822,296354
47741,807,295331
47743,839,295545
47777,867,295467
47779,831,295525
47791,823,295911
47797,860,295754
47807,773,295712
47809,865,295342
47819,810,295531
47837,880,295614
47843,823,295665
47857,860,295612
47869,816,296586
47881,860,297640
47903,832,295809
47911,816,295285
47917,873,296214
47933,837,295650
47939,867,295459
47947,785,295536
47951,871,295327
47963,850,295680
47969,786,295345
47977,809,295482
47981,837,295846
48017,870,295329
48023,885,295566
48029,840,295328
48049,895,295668
48073,837,295482
48079,855,295664
48091,830,297048
48109,867,295705
48119,859,295900
48121,865,295963
48131,787,295532
48157,790,295737
48163,898,334156
48179,880,295866
48187,846,442814
48193,779,295662
48197,909,295341
48221,799,295928
48239,838,300849
48247,853,295616
48259,827,295765
48271,773,296004
48281,832,295528
48299,781,295474
48311,829,295744
48313,821,296519
48337,846,295609
48341,834,295758
48353,846,295402
48371,805,295520
48383,835,295701
48397,874,295628
48407,830,298057
48409,855,295533
48413,812,295675
48437,833,295602
48449,775,295952
48463,814,296462
48473,853,300100
48479,811,295939
48481,803,295899
48487,823,295393
48491,831,295812
48497,802,295932
48523,827,295669
48527,797,295579
48533,849,295690
48539,804,296126
48541,877,296352
48563,830,296742
48571,833,295543
48589,817,295858
48593,784,295892
48611,779,295837
48619,806,295791
48623,818,296121
48647,820,295591
48649,783,295648
48661,864,296365
48673,766,295782
48677,834,295531
48679,890,295805
48731,874,295619
48733,778,362565
48751,794,296715
48757,864,295543
48761,840,295599
48767,829,295493
48779,881,295550
48781,767,295585
48787,782,295472
48799,809,296230
48809,871,295583
48817,830,295672
48821,798,296057
48823,806,295753
48847,840,295812
48857,779,295485
48859,768,295467
48869,866,295702
48871,850,295425
48883,849,295712
48889,853,295662
48907,796,295733
48947,805,295980
48953,789,295809
48973,854,295856
48989,815,295460
48991,808,297036
49003,844,298796
49009,873,295536
49019,823,295740
49031,780,295670
49033,792,295635
49037,808,295741
49043,750,295559
49057,776,295592
49069,791,295520
49081,761,295448
49103,841,295981
49109,820,295701
49117,837,384990
49121,824,295350
49123,795,295681
49139,811,295498
49157,776,295809
49169,844,295563
49171,842,295668
49177,875,295895
49193,815,295439
49199,788,295315
49201,827,296064
49207,808,295790
49211,816,295951
49223,846,296653
49253,843,296336
49261,867,295733
49277,792,295474
49279,810,295833
49297,793,295574
49307,850,295559
49331,820,295855
49333,803,295856
49339,816,295759
49363,794,295801
49367,815,296081
49369,792,295725
49391,795,295686
49393,800,295917
49409,801,295344
49411,780,295971
49417,829,295961
49429,780,296586
49433,768,295639
49451,787,306512
49459,792,295760
49463,799,295162
49477,805,295647
49481,799,299022
49499,781,302237
49523,812,296166
49529,776,295852
49531,852,295954
49537,856,295695
49547,815,295550
49549,807,295507
49559,815,295490
49597,836,295707
49603,818,295926
49613,793,295835
49627,784,295851
49633,764,295892
49639,800,295851
49663,796,303435
49667,813,296253
49669,805,296037
49681,842,296355
49697,780,295773
49711,805,295607
49727,773,386241
49739,799,295733
49741,807,295479
49747,787,335069
49757,826,295772
49783,794,296105
49787,781,298745
49789,860,295726
49801,823,296762
49807,770,295532
49811,813,296026
49823,765,295786
49831,785,295626
49843,805,295815
49853,802,295717
49871,787,295742
49877,829,296675
49891,811,295502
